format=1 tracks=19 division=96

BA    1   CR         0   TR  0   CH 16   Tempo 120
BA    1   CR         0   TR  0   CH 16   End of track
BA    1   CR         0   TR  1   CH 16   Text type 3: "TECHBASS #2 (MIDI)"
BA    1   CR         0   TR 18   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR 18   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR 18   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR 18   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR 18   CH 10   Channel volume 100
BA    1   CR         0   TR 18   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR 18   CH 10   Instrument 1
BA    1   CR         0   TR 18   CH 10   ST &B9 &65 &00
BA    1   CR         0   TR 18   CH 10   ST &B9 &64 &00
BA    1   CR         0   TR 18   CH 10   ST &B9 &06 &0C
BA    1   CR         0   TR 18   CH 10   ST &B9 &0A &40
BA    1   CR         0   TR 18   CH 10   Channel volume 100
BA    1   CR         0   TR 18   CH 10   ST &E9 &00 &40
BA    1   CR         0   TR 18   CH 10   Instrument 1
BA    1   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    1   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    1   CR       1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    1   CR       1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    1   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    1   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA    1   CR         1   TR  9   CH 11   NT  G-          47/96   voff=99
BA    1   CR         1   TR 13   CH 10   NT  C--         47/96   voff=99
BA    1   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    1   CR     1+1/2   TR  1   CH  1   NT  A-          47/96   voff=99
BA    1   CR     1+1/2   TR  1   CH  1   NT  A           47/96   voff=99
BA    1   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    1   CR     1+1/2   TR  2   CH  2   NT  A           47/96   voff=99
BA    1   CR     1+1/2   TR  2   CH  2   NT  A'          47/96   voff=99
BA    1   CR     1+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    1   CR     1+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    1   CR     1+3/4   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    1   CR     1+3/4   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    1   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA    1   CR     1+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    1   CR     1+3/4   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    1   CR         2   TR  1   CH  1   NT  C           47/96   voff=99
BA    1   CR         2   TR  1   CH  1   NT  C'          47/96   voff=99
BA    1   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    1   CR         2   TR  2   CH  2   NT  C'          47/96   voff=99
BA    1   CR         2   TR  2   CH  2   NT  C''         47/96   voff=99
BA    1   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    1   CR         2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    1   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    1   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    1   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    1   CR     2+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    1   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    1   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA    1   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA    1   CR         3   TR 13   CH 10   NT  C--         47/96   voff=99
BA    1   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    1   CR     3+1/2   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    1   CR     3+1/2   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    1   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    1   CR     3+1/2   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    1   CR     3+1/2   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    1   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    1   CR     3+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    1   CR     3+3/4   TR  1   CH  1   NT  A-          47/96   voff=99
BA    1   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA    1   CR     3+3/4   TR  1   CH  1   NT  A           47/96   voff=99
BA    1   CR     3+3/4   TR  2   CH  2   NT  A           47/96   voff=99
BA    1   CR     3+3/4   TR  2   CH  2   NT  A'          47/96   voff=99

BA    2   CR         0   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    2   CR         0   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    2   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    2   CR         0   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    2   CR         0   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    2   CR         0   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR         0   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    2   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    2   CR       1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR       1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    2   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA    2   CR         1   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR         1   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    2   CR     1+1/2   TR  1   CH  1   NT  A-          47/96   voff=99
BA    2   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    2   CR     1+1/2   TR  1   CH  1   NT  A           47/96   voff=99
BA    2   CR     1+1/2   TR  2   CH  2   NT  A           47/96   voff=99
BA    2   CR     1+1/2   TR  2   CH  2   NT  A'          47/96   voff=99
BA    2   CR     1+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR     1+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR     1+3/4   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    2   CR     1+3/4   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    2   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA    2   CR     1+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    2   CR     1+3/4   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    2   CR         2   TR  1   CH  1   NT  C           47/96   voff=99
BA    2   CR         2   TR  1   CH  1   NT  C'          47/96   voff=99
BA    2   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    2   CR         2   TR  2   CH  2   NT  C'          47/96   voff=99
BA    2   CR         2   TR  2   CH  2   NT  C''         47/96   voff=99
BA    2   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR         2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    2   CR     2+1/2   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    2   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    2   CR     2+1/2   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    2   CR     2+1/2   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    2   CR     2+1/2   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    2   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR     2+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    2   CR         3   TR  1   CH  1   NT  A-          47/96   voff=99
BA    2   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA    2   CR         3   TR  1   CH  1   NT  A           47/96   voff=99
BA    2   CR         3   TR  2   CH  2   NT  A           47/96   voff=99
BA    2   CR         3   TR  2   CH  2   NT  A'          47/96   voff=99
BA    2   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR         3   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    2   CR     3+1/2   TR  1   CH  1   NT  G-          47/96   voff=99
BA    2   CR     3+1/2   TR  1   CH  1   NT  G           47/96   voff=99
BA    2   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    2   CR     3+1/2   TR  2   CH  2   NT  G           47/96   voff=99
BA    2   CR     3+1/2   TR  2   CH  2   NT  G'          47/96   voff=99
BA    2   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    2   CR     3+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    2   CR     3+3/4   TR  1   CH  1   NT  A'          23/96   voff=99

BA    3   CR         0   TR  1   CH  1   NT  Eb-         47/96   voff=99
BA    3   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    3   CR         0   TR  1   CH  1   NT  Eb          47/96   voff=99
BA    3   CR         0   TR  2   CH  2   NT  Eb          47/96   voff=99
BA    3   CR         0   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA    3   CR         0   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR         0   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    3   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    3   CR       1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR       1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    3   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA    3   CR         1   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR         1   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    3   CR     1+1/2   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    3   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    3   CR     1+1/2   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    3   CR     1+1/2   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    3   CR     1+1/2   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    3   CR     1+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR     1+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA    3   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    3   CR         2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR         2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    3   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    3   CR     2+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR     2+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    3   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA    3   CR         3   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR         3   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    3   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    3   CR     3+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    3   CR     3+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    3   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99

BA    4   CR         0   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    4   CR         0   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    4   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    4   CR         0   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    4   CR         0   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    4   CR         0   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    4   CR         0   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    4   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    4   CR       1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    4   CR       1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    4   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA    4   CR         1   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    4   CR         1   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    4   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    4   CR     1+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    4   CR     1+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA    4   CR         2   TR  1   CH  1   NT  Eb-         47/96   voff=99
BA    4   CR         2   TR  1   CH  1   NT  Eb          47/96   voff=99
BA    4   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    4   CR         2   TR  2   CH  2   NT  Eb          47/96   voff=99
BA    4   CR         2   TR  2   CH  2   NT  Eb'         47/96   voff=99
BA    4   CR         2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    4   CR         2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    4   CR     2+1/2   TR  1   CH  1   NT  F-          47/96   voff=99
BA    4   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    4   CR     2+1/2   TR  1   CH  1   NT  F           47/96   voff=99
BA    4   CR     2+1/2   TR  2   CH  2   NT  F           47/96   voff=99
BA    4   CR     2+1/2   TR  2   CH  2   NT  F'          47/96   voff=99
BA    4   CR     2+1/2   TR  9   CH 11   NT  Eb-         47/96   voff=99
BA    4   CR     2+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    4   CR         3   TR  1   CH  1   NT  G-          47/96   voff=99
BA    4   CR         3   TR  1   CH  1   NT  G           47/96   voff=99
BA    4   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA    4   CR         3   TR  2   CH  2   NT  G           47/96   voff=99
BA    4   CR         3   TR  2   CH  2   NT  G'          47/96   voff=99
BA    4   CR         3   TR  9   CH 11   NT  F-          47/96   voff=99
BA    4   CR         3   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    4   CR     3+1/2   TR  1   CH  1   NT  A-          47/96   voff=99
BA    4   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    4   CR     3+1/2   TR  1   CH  1   NT  A           47/96   voff=99
BA    4   CR     3+1/2   TR  2   CH  2   NT  A           47/96   voff=99
BA    4   CR     3+1/2   TR  2   CH  2   NT  A'          47/96   voff=99
BA    4   CR     3+1/2   TR  9   CH 11   NT  F-          47/96   voff=99
BA    4   CR     3+1/2   TR 13   CH 10   NT  C--         47/96   voff=99
BA    4   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99

BA    5   CR         0   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    5   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    5   CR         0   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    5   CR         0   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    5   CR         0   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    5   CR         0   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR         0   TR 14   CH 10   NT  E--         23/96   von=99   voff=99
BA    5   CR       1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    5   CR       1/4   TR 14   CH 10   NT  E--         23/96   voff=99
BA    5   CR       1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    5   CR       1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR       1/2   TR 14   CH 10   NT  E--         23/96   voff=99
BA    5   CR       3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    5   CR         1   TR  1   CH  1   NT  A'          47/96   voff=99
BA    5   CR         1   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR     1+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    5   CR     1+1/2   TR  1   CH  1   NT  A-          47/96   voff=99
BA    5   CR     1+1/2   TR  1   CH  1   NT  A           47/96   voff=99
BA    5   CR     1+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    5   CR     1+1/2   TR  2   CH  2   NT  A           47/96   voff=99
BA    5   CR     1+1/2   TR  2   CH  2   NT  A'          47/96   voff=99
BA    5   CR     1+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR     1+3/4   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    5   CR     1+3/4   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    5   CR     1+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA    5   CR     1+3/4   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    5   CR     1+3/4   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    5   CR         2   TR  1   CH  1   NT  C           47/96   voff=99
BA    5   CR         2   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    5   CR         2   TR  1   CH  1   NT  C'          47/96   voff=99
BA    5   CR         2   TR  2   CH  2   NT  C'          47/96   voff=99
BA    5   CR         2   TR  2   CH  2   NT  C''         47/96   voff=99
BA    5   CR         2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR     2+1/4   TR  1   CH  1   NT  D''         47/96   voff=99
BA    5   CR     2+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    5   CR     2+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR     2+3/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    5   CR         3   TR  1   CH  1   NT  A'          47/96   voff=99
BA    5   CR         3   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR     3+1/4   TR  1   CH  1   NT  Bb'         47/96   voff=99
BA    5   CR     3+1/2   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    5   CR     3+1/2   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    5   CR     3+1/2   TR  1   CH  1   NT  C''         47/96   voff=99
BA    5   CR     3+1/2   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    5   CR     3+1/2   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    5   CR     3+1/2   TR  9   CH 11   NT  G-          47/96   voff=99
BA    5   CR     3+3/4   TR  1   CH  1   NT  A-          47/96   voff=99
BA    5   CR     3+3/4   TR  1   CH  1   NT  A           47/96   voff=99
BA    5   CR     3+3/4   TR  1   CH  1   NT  A'          47/96   voff=99
BA    5   CR     3+3/4   TR  2   CH  2   NT  A           47/96   voff=99
BA    5   CR     3+3/4   TR  2   CH  2   NT  A'          47/96   voff=99

BA    6   CR         0   TR  1   CH  1   NT  Bb-         47/96   voff=99
BA    6   CR         0   TR  1   CH  1   NT  Bb          47/96   voff=99
BA    6   CR         0   TR  1   CH  1   NT  Eb''        47/96   voff=99
BA    6   CR         0   TR  2   CH  2   NT  Bb          47/96   voff=99
BA    6   CR         0   TR  2   CH  2   NT  Bb'         47/96   voff=99
BA    6   CR         0   TR  9   CH 11   NT  G-          47/96   voff=99
BA    6   CR         0   TR 13   CH 10   NT  C--         47/96   voff=99
